1;0.950000
2;0.945844
3;0.934247
4;0.916520
5;0.893973
6;0.867914
7;0.839653
8;0.810500
9;0.781764
10;0.754754
11;0.730781
12;0.711153
13;0.697181
14;0.690173
15;0.691440
16;0.702240
17;0.720276
18;0.741895
19;0.764571
20;0.785782
21;0.802855
22;0.809437
23;0.804638
24;0.790430
25;0.768785
26;0.741674
27;0.711067
28;0.678937
29;0.647254
30;0.617990
31;0.593105
32;0.573663
33;0.559213
34;0.549158
35;0.542899
36;0.539838
37;0.539377
38;0.540918
39;0.543862
40;0.547612
41;0.551571
42;0.555178
43;0.557925
44;0.559306
45;0.558814
46;0.555942
47;0.550185
48;0.541036
49;0.527988
50;0.510536
51;0.488206
52;0.461284
53;0.430813
54;0.397873
55;0.363539
56;0.328891
57;0.295005
58;0.262958
59;0.233829
60;0.208694
61;0.188567
62;0.173498
63;0.162792
64;0.155739
65;0.151627
66;0.149743
67;0.149375
68;0.149812
69;0.150343
70;0.150254
71;0.148887
72;0.146138
73;0.142225
74;0.137372
75;0.131805
76;0.125746
77;0.119421
78;0.113054
79;0.106868
80;0.101088
81;0.095908
82;0.091304
83;0.087154
84;0.083334
85;0.079722
86;0.076194
87;0.072628
88;0.068900
89;0.064888
90;0.060469
91;0.055559
92;0.050292
93;0.044874
94;0.039510
95;0.034407
96;0.029769
97;0.025804
98;0.022717
99;0.020714
100;0.020000
