1;0.980000
2;0.977798
3;0.971585
4;0.961952
5;0.949489
6;0.934786
7;0.918435
8;0.901024
9;0.883146
10;0.865389
11;0.848344
12;0.832408
13;0.817400
14;0.803033
15;0.789020
16;0.775073
17;0.760906
18;0.746232
19;0.730763
20;0.714212
21;0.696294
22;0.676908
23;0.656370
24;0.635054
25;0.613331
26;0.591574
27;0.570155
28;0.549447
29;0.529822
30;0.511653
31;0.495309
32;0.480979
33;0.468541
34;0.457843
35;0.448735
36;0.441064
37;0.434678
38;0.429428
39;0.425161
40;0.421725
41;0.418970
42;0.416750
43;0.414926
44;0.413361
45;0.411918
46;0.410459
47;0.408846
48;0.406941
49;0.404607
50;0.401706
51;0.398107
52;0.393813
53;0.388964
54;0.383705
55;0.378182
56;0.372541
57;0.366927
58;0.361486
59;0.356362
60;0.351702
61;0.347636
62;0.344078
63;0.340773
64;0.337462
65;0.333886
66;0.329787
67;0.324905
68;0.318982
69;0.311759
70;0.302977
71;0.292408
72;0.280135
73;0.266429
74;0.251561
75;0.235801
76;0.219423
77;0.202697
78;0.185895
79;0.169288
80;0.153148
81;0.137727
82;0.123129
83;0.109393
84;0.096558
85;0.084661
86;0.073741
87;0.063836
88;0.054986
89;0.047227
90;0.040599
91;0.035121
92;0.030712
93;0.027255
94;0.024635
95;0.022736
96;0.021442
97;0.020637
98;0.020206
99;0.020032
100;0.020000
